LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,SubMeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,SubMeasureIdDisplayOrder
AK,Alaska,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.591,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AZ,Arizona,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.621,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NC,North Carolina,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.591,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AR,Arkansas,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.721,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MD,Maryland,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.907,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
GA,Georgia,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.538,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MS,Mississippi,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.355,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VT,Vermont,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.77,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NY,New York,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.536,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KS,Kansas,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.239,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ND,North Dakota,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.389,$,Dollars,"(47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AR,Arkansas,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.584,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
LA,Louisiana,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.84,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
HI,Hawaii,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.153,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KY,Kentucky,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.905,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
UT,Utah,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.372,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NH,New Hampshire,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.578,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IN,Indiana,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.602,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IN,Indiana,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.19,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OH,Ohio,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.097,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WY,Wyoming,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.327,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AZ,Arizona,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.622,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NJ,New Jersey,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.38,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CT,Connecticut,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.856,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
FL,Florida,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.937,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NC,North Carolina,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.676,$,Dollars,"(35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IL,Illinois,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.549,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MD,Maryland,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.719,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
UT,Utah,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.046,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SC,South Carolina,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.106,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SC,South Carolina,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.569,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WY,Wyoming,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.896,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NY,New York,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.142,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WA,Washington,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.537,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SD,South Dakota,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.68,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OK,Oklahoma,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.634,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NH,New Hampshire,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.639,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
ME,Maine,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.213,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WV,West Virginia,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.662,$,Dollars,"(38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NJ,New Jersey,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.619,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NM,New Mexico,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.626,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CT,Connecticut,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.67,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KS,Kansas,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.466,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NY,New York,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,10.376,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AR,Arkansas,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.455,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NV,Nevada,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.028,$,Dollars,"(39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
GA,Georgia,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.483,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TN,Tennessee,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.925,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KY,Kentucky,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.678,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TN,Tennessee,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.738,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MT,Montana,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.913,$,Dollars,"(47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MO,Missouri,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.161,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NJ,New Jersey,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.147,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MA,Massachusetts,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.316,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AR,Arkansas,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.486,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MS,Mississippi,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.06,$,Dollars,"(32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MD,Maryland,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.358,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AK,Alaska,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,9.018,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
DE,Delaware,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.887,$,Dollars,"(39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CA,California,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.51,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MN,Minnesota,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.589,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NJ,New Jersey,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.47,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NE,Nebraska,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.755,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MN,Minnesota,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.609,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
LA,Louisiana,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.571,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
FL,Florida,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.208,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MO,Missouri,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.106,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NY,New York,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.225,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SC,South Carolina,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.813,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CO,Colorado,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.036,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AZ,Arizona,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.513,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OK,Oklahoma,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.629,$,Dollars,"(35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
LA,Louisiana,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.498,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
FL,Florida,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.548,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TX,Texas,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.622,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WA,Washington,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.144,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CA,California,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.587,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NY,New York,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.985,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NH,New Hampshire,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.516,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NY,New York,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.038,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AL,Alabama,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.102,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IA,Iowa,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.736,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AL,Alabama,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.569,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CO,Colorado,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.696,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
HI,Hawaii,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.172,$,Dollars,"(21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AZ,Arizona,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.202,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CO,Colorado,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.448,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IA,Iowa,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.385,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
AZ,Arizona,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,6.274,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
CO,Colorado,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.214,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
KS,Kansas,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.154,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
OH,Ohio,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.37,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
